VillaId,Bookings
405,233
1300,87
5836,85
7845,84
191,82
7517,81
278,77
677,77
4409,76
1688,72
1404,71
901,70
886,69
3639,68
938,68
145,68
5770,68
12,65
68,64
2545,64
18,63
429,63
2945,63
1101,63
1838,63
2728,61
3419,61
775,60
1395,59
3305,59
5413,58
1415,58
295,57
2639,57
756,56
265,56
3986,56
2828,56
858,56
349,56
74,56
446,55
1256,55
11666,55
869,55
2886,55
2924,54
1449,54
2351,54
2585,54
11957,53
5132,53
764,53
888,53
2549,53
332,52
137,52
825,52
4574,52
1352,52
1200,52
1450,51
610,51
773,51
770,51
1227,51
2703,51
3050,51
1909,51
1489,51
3915,51
474,51
1745,51
778,51
725,50
9176,50
6555,50
61,50
3874,50
11951,50
1250,50
3010,49
1054,49
3225,49
3166,49
6645,49
1190,49
2064,49
262,49
213,49
9018,48
1464,48
4434,48
3120,48
3388,48
1100,47
6147,47
5025,47
1537,47
7425,47
802,46
13333,46
3238,46
1199,46
38,46
194,45
12150,45
4203,45
2675,45
2440,45
5188,45
1001,45
2719,45
4794,45
4719,45
1654,45
1311,44
5492,44
751,44
5722,44
5367,44
2383,44
2723,44
7676,44
3942,44
6805,44
994,44
5493,44
442,44
3913,44
6109,44
2254,43
558,43
3611,43
948,43
7456,43
370,43
7404,43
237,43
5668,42
2717,42
827,42
1276,42
1492,42
4544,42
119,42
6133,42
7328,42
6500,41
2860,41
4396,41
2990,41
5298,41
2534,41
3570,41
2100,41
5754,41
7293,41
63,41
396,41
400,41
7920,41
3408,40
4906,40
369,40
7064,40
70,40
5400,40
815,40
5726,40
2916,40
6232,40
7984,40
7227,40
13370,39
2797,39
5533,39
1804,39
1789,39
9470,39
7183,39
915,39
1013,39
1071,39
1163,39
1557,39
5709,39
3002,39
6314,38
8323,38
1663,38
868,38
2493,38
1153,38
6577,38
2515,38
1906,38
719,38
239,38
2731,38
5750,38
2741,38
337,38
324,38
4573,38
5386,38
5021,38
5333,38
1274,37
263,37
1293,37
2027,37
568,37
1269,37
2130,37
1315,37
5699,37
3342,37
1309,37
6985,37
1708,37
7380,37
1333,37
4519,37
699,37
4524,37
7730,37
2873,37
2603,37
2769,37
1160,36
7846,36
1479,36
10480,36
2236,36
2392,36
5651,36
5629,36
4990,36
2149,36
300,36
11597,36
3720,36
4849,36
633,36
1003,36
3053,36
5784,36
585,36
675,36
1027,35
5176,35
7284,35
8031,35
6045,35
5399,35
1327,35
1275,35
651,35
227,35
7026,35
1973,35
971,35
7329,35
2943,35
3148,35
392,35
1435,35
1572,35
3341,35
5018,35
7182,35
3476,35
801,35
5,35
666,34
9347,34
24,34
1636,34
5384,34
6170,34
4962,34
1710,34
2843,34
5315,34
4301,34
2692,34
148,34
5084,34
6233,34
2153,34
5823,34
2979,34
3380,34
6559,34
8631,34
530,34
855,34
3812,34
2177,34
3506,34
6078,33
126,33
7226,33
6269,33
787,33
7171,33
516,33
4747,33
5853,33
250,33
3766,33
5531,33
6050,33
11755,33
6339,33
1342,33
8127,33
3415,33
7468,33
7484,33
11492,33
5501,32
2017,32
5455,32
7697,32
4815,32
2364,32
7628,32
5669,32
4692,32
2223,32
1664,32
6015,32
5899,32
5598,32
5300,32
4609,32
2,32
1144,32
1532,32
231,32
10398,32
9602,32
8327,32
238,32
1503,32
73,32
1516,32
11528,32
904,32
340,32
9611,32
921,32
1319,32
1283,31
4702,31
5789,31
7339,31
1891,31
1886,31
5773,31
1337,31
9581,31
1951,31
3734,31
7132,31
2006,31
8314,31
1277,31
3997,31
9170,31
8621,31
8370,31
62,31
3048,31
6013,31
11956,31
4933,31
2367,31
6113,31
5342,31
975,31
2520,31
3775,31
5608,31
306,31
11589,31
908,31
12869,31
3772,31
7554,31
366,31
2760,31
11603,31
8810,31
8798,31
4732,31
11982,31
183,31
762,31
8069,31
6311,31
5079,30
2568,30
4586,30
2993,30
143,30
3007,30
2970,30
6020,30
840,30
6641,30
4456,30
2757,30
2314,30
9442,30
5312,30
2901,30
9425,30
4676,30
140,30
10725,30
4883,30
362,30
10405,30
13,30
10315,30
5641,30
212,30
3559,30
4907,30
8130,30
7621,30
5633,30
7338,30
10042,30
345,30
4835,30
1255,30
1207,30
1228,30
2057,30
3103,30
5546,30
7,30
9787,30
8356,30
5135,29
6183,29
2673,29
5179,29
6236,29
3560,29
3769,29
893,29
3827,29
5573,29
5938,29
6148,29
185,29
5900,29
586,29
5395,29
229,29
4200,29
230,29
5801,29
5772,29
416,29
514,29
10116,29
718,29
5766,29
2831,29
4246,29
10238,29
260,29
7488,29
4862,29
1691,29
1077,29
5073,29
6820,29
39,29
7042,29
131,29
7068,29
1885,29
7333,29
1249,29
7260,29
2175,29
4977,29
7157,29
4598,29
6584,29
2198,29
1604,29
7690,29
5095,29
1609,29
7735,29
1648,29
4830,29
11786,28
7335,28
3159,28
217,28
4698,28
2131,28
7270,28
3185,28
5594,28
10871,28
11791,28
5353,28
5960,28
7209,28
7744,28
10745,28
7367,28
5660,28
5782,28
4765,28
364,28
1414,28
5674,28
7589,28
1514,28
3462,28
11,28
1711,28
7524,28
10387,28
7836,28
10276,28
7486,28
460,28
3234,28
25,28
10663,28
2133,28
873,28
8622,28
9180,28
9196,28
9280,28
680,28
9328,28
162,28
6676,28
4474,28
796,28
2788,28
9546,28
4494,28
2799,28
1108,28
6140,28
2803,28
667,28
1067,28
631,28
2693,28
7115,28
2582,28
8975,28
135,27
7518,27
1734,27
913,27
3604,27
6344,27
5738,27
3732,27
8066,27
5753,27
10223,27
399,27
5597,27
3422,27
8877,27
5708,27
5702,27
10715,27
7830,27
8871,27
997,27
2804,27
7847,27
2523,27
6561,27
1653,27
2507,27
457,27
5450,27
5869,27
653,27
1378,27
3100,27
79,27
4569,27
5391,27
3049,27
2346,27
17270,27
5852,27
2928,27
8500,27
6033,27
602,27
2940,27
632,27
7759,27
671,27
954,27
7087,27
2880,27
1817,27
1329,27
2857,27
12701,27
4720,27
8160,27
12983,27
9577,27
9957,27
9935,27
1988,27
3255,27
3126,27
5771,27
254,26
36,26
5347,26
5540,26
12352,26
77,26
5195,26
5371,26
174,26
11592,26
11525,26
12400,26
4785,26
221,26
4699,26
201,26
7764,26
2679,26
9118,26
8597,26
7161,26
7094,26
1130,26
8793,26
6995,26
2557,26
925,26
2824,26
2641,26
6452,26
5584,26
9281,26
822,26
6224,26
9389,26
1173,26
2189,26
2186,26
7211,26
1594,26
1555,26
1518,26
7617,26
1707,26
1408,26
8010,26
8084,26
1363,26
7423,26
8179,26
2050,26
1245,26
8346,26
1180,26
795,26
2968,26
3250,26
9919,26
10358,26
10375,26
3092,26
3058,26
10578,26
10598,26
10093,26
5619,26
9843,26
3619,26
5926,26
5939,26
597,26
5954,26
3000,26
3663,26
5595,26
3681,26
9632,26
2962,26
540,26
5751,26
17664,25
8375,25
10131,25
9444,25
5642,25
5620,25
7855,25
11018,25
7819,25
19849,25
8610,25
14096,25
8819,25
9582,25
9658,25
6002,25
12260,25
5381,25
8997,25
8964,25
6799,25
6974,25
9815,25
9679,25
5879,25
8777,25
8731,25
8671,25
5855,25
7170,25
6068,25
5578,25
4671,25
1460,25
4441,25
713,25
3244,25
4406,25
1392,25
988,25
980,25
950,25
159,25
1161,25
864,25
378,25
2151,25
3670,25
3713,25
37,25
3987,25
556,25
3828,25
3909,25
1949,25
3377,25
4655,25
3158,25
3111,25
270,25
2489,25
215,25
818,25
1825,25
264,24
7114,24
7923,24
2661,24
488,24
3618,24
6449,24
2462,24
5550,24
9420,24
13360,24
86,24
5520,24
2816,24
6456,24
9894,24
2996,24
2215,24
117,24
1553,24
9233,24
9364,24
7721,24
2929,24
10342,24
9568,24
6646,24
2495,24
7675,24
11442,24
3354,24
6978,24
848,24
9882,24
8063,24
5715,24
8064,24
1634,24
5688,24
3488,24
2552,24
7027,24
2208,24
7541,24
10401,24
1739,24
1760,24
4129,24
4131,24
9021,24
15938,24
5226,24
5451,24
2746,24
17388,24
4453,24
1920,24
5037,24
10484,24
5016,24
1113,24
1841,24
1083,24
4069,24
5215,24
3999,24
5436,24
1175,24
2707,24
5427,24
1536,23
4533,23
3196,23
3793,23
5055,23
6638,23
734,23
1030,23
1235,23
2032,23
434,23
7445,23
2227,23
3918,23
7771,23
10475,23
12006,23
11979,23
10368,23
2182,23
758,23
4924,23
6455,23
8471,23
5999,23
5982,23
806,23
15,23
11600,23
3009,23
9534,23
3012,23
4601,23
3020,23
5931,23
3029,23
7402,23
309,23
3038,23
7905,23
7436,23
6270,23
3224,23
5412,23
3705,23
8852,23
15085,23
7148,23
782,23
7281,23
7045,23
7577,23
6217,23
5639,23
1764,23
4035,23
12197,23
7239,23
3603,23
10127,23
7514,23
612,23
2180,23
8257,23
7133,23
2696,23
2087,23
11303,23
9753,23
5218,23
7301,23
3366,23
12083,23
8046,23
6943,23
1154,23
12096,23
5727,23
2242,23
3423,23
2866,23
15707,23
826,23
3461,23
6986,23
9587,23
6160,23
9516,23
9522,22
10418,22
1596,22
7567,22
2643,22
552,22
1905,22
7366,22
1944,22
1972,22
7447,22
1805,22
9786,22
1792,22
7238,22
1718,22
9671,22
7185,22
9977,22
2592,22
7548,22
535,22
494,22
7128,22
2366,22
7600,22
7615,22
1665,22
10346,22
2450,22
6684,22
2522,22
7745,22
7949,22
6209,22
5357,22
883,22
3605,22
12779,22
8135,22
14702,22
4128,22
1157,22
8103,22
1155,22
5659,22
16429,22
5666,22
4353,22
9333,22
5691,22
5694,22
5707,22
1304,22
3661,22
8573,22
1266,22
4061,22
13689,22
4074,22
9022,22
5456,22
13645,22
13542,22
4102,22
3821,22
1186,22
13394,22
5362,22
3768,22
936,22
1259,22
3740,22
8325,22
4422,22
5126,22
5116,22
5846,22
1413,22
5945,22
267,22
293,22
11502,22
2965,22
4572,22
1549,22
11290,22
6097,22
7829,22
32,22
2761,22
321,22
10718,22
4938,22
10643,22
8048,22
3123,22
5845,22
5809,22
3288,22
5108,22
179,22
11962,22
5792,22
5838,22
196,22
33,22
3157,22
207,22
5834,22
3152,22
8945,22
5387,22
8734,21
1133,21
8582,21
8784,21
1089,21
8818,21
7568,21
8510,21
660,21
1568,21
7774,21
7799,21
797,21
1500,21
7898,21
7704,21
7685,21
7989,21
1398,21
683,21
8054,21
9670,21
1374,21
7611,21
616,21
1666,21
1356,21
9474,21
1341,21
9655,21
8277,21
4778,21
9053,21
1823,21
6341,21
7422,21
10524,21
3530,21
5654,21
3473,21
3446,21
5739,21
5742,21
3269,21
3237,21
5785,21
11936,21
5854,21
3054,21
9733,21
5941,21
11522,21
2935,21
2882,21
11093,21
320,21
330,21
341,21
12351,21
3572,21
113,21
4137,21
4887,21
4759,21
4529,21
5102,21
5160,21
4342,21
16003,21
4285,21
4259,21
5356,21
3638,21
13699,21
3862,21
13512,21
5485,21
13466,21
5504,21
3748,21
13342,21
5582,21
356,21
8830,21
10522,21
10299,21
2420,21
7012,21
7017,21
7040,21
7041,21
10177,21
10175,21
10172,21
9988,21
2235,21
7187,21
9857,21
9856,21
561,21
9838,21
569,21
9788,21
2080,21
7318,21
2044,21
7377,21
2427,21
2416,21
6648,21
6418,21
10378,21
2738,21
2484,21
380,21
2634,21
6690,21
2460,21
13863,20
14601,20
9729,20
11425,20
9677,20
15371,20
11404,20
15649,20
10284,20
315,20
16946,20
9984,20
1019,20
17551,20
17552,20
9455,20
18134,20
8869,20
19465,20
9483,20
10515,20
284,20
402,20
9663,20
157,20
9353,20
12089,20
12100,20
208,20
12107,20
12123,20
12281,20
854,20
448,20
9369,20
9380,20
10519,20
9096,20
154,20
12941,20
928,20
452,20
13204,20
614,20
9152,20
100,20
11685,20
11677,20
443,20
225,20
4850,20
6223,20
6971,20
2394,20
2382,20
5672,20
3491,20
7138,20
5667,20
7145,20
3539,20
3540,20
7179,20
5625,20
7194,20
2156,20
2143,20
6010,20
7300,20
1866,20
5600,20
5567,20
7531,20
7560,20
7562,20
5508,20
7056,20
6931,20
7641,20
6836,20
6028,20
5976,20
6041,20
2918,20
6080,20
2877,20
5972,20
3001,20
5924,20
2870,20
6115,20
6149,20
6154,20
3044,20
5883,20
6204,20
3121,20
2710,20
6241,20
5806,20
2485,20
6666,20
2477,20
7607,20
2137,20
2981,20
5398,20
4036,20
4122,20
7816,20
1242,20
1312,20
7888,20
7906,20
1416,20
7985,20
8153,20
4256,20
5251,20
8072,20
5231,20
5191,20
4469,20
1281,20
8088,20
4937,20
7715,20
1607,20
8753,20
1606,20
1138,20
1140,20
4728,20
4579,20
3173,19
5787,19
5167,19
5094,19
203,19
5832,19
3176,19
16796,19
256,19
279,19
5064,19
4448,19
19354,19
11900,19
11825,19
5974,19
3102,19
19127,19
5898,19
16754,19
18275,19
4653,19
5907,19
11920,19
5478,19
4287,19
13201,19
13875,19
3922,19
5612,19
13738,19
13165,19
5426,19
5431,19
114,19
3693,19
3773,19
3774,19
13661,19
5457,19
5467,19
5613,19
5628,19
12002,19
3455,19
3194,19
3368,19
5238,19
5499,19
5730,19
3399,19
170,19
12432,19
15343,19
3511,19
12310,19
4219,19
14777,19
3574,19
3370,19
1094,19
2983,19
1458,19
7801,19
7794,19
1569,19
1593,19
9487,19
7732,19
9521,19
1601,19
9576,19
1621,19
7656,19
1647,19
641,19
7573,19
1709,19
7526,19
1719,19
584,19
9724,19
1561,19
7919,19
6029,19
8049,19
1125,19
8775,19
8991,19
8660,19
8617,19
8490,19
8457,19
9060,19
1229,19
918,19
8133,19
9202,19
9227,19
8095,19
1364,19
9282,19
9306,19
835,19
1382,19
1742,19
7306,19
574,19
7210,19
6312,19
2706,19
2721,19
357,19
2735,19
1074,19
6189,19
6186,19
10572,19
2745,19
6172,19
6164,19
325,19
2749,19
311,19
11045,19
11049,19
11225,19
2910,19
397,19
2645,19
6852,19
10022,19
7189,19
7184,19
9898,19
7177,19
7174,19
545,19
2282,19
7142,19
10041,19
436,19
7134,19
2293,19
2324,19
479,19
2399,19
2419,19
2442,19
10285,19
24105,19
